Vendor Code,Name of vendor,Street,City
13982,PIYATHISSA DISTRIBUTORS,Maldeniya,Alawwa
13983,"MUNICIPAL COMMISSIONER, MUNICIPAL",,Matara
13984,PURVEYOR LOGISTICS (PVT) LTD,No.212/1A High Level Road,Padukka
13985,SRI LANKA TENNIS ASSOCIATION,No.45 Sir Marcus Fernando Mawatha,Colombo 07
13986,H.G.B.A.B. KUMARARATHNA,NO. 22 SUMMER CITY I,KENGALLA
13987,WIJETHUNGA DISTRIBUTORS,NO. 09 PATTIYATHENNA ROAD,WALALA
13988,ESNA ALLIED ENTERPRISES (PVT) LTD,"60/7, 1/1 Horton Place",Colombo 7
13989,SPLENDOR MEDIA (PVT) LTD,"No 5-8/1 Seagull Court , ( 8 th Flo",Colombo 4
13990,ANALYTICA SCIENCE,No 59 Ihalagama,Gampaha
13991,SHAKTHI ORTHOPEDIC APPLIANCES,NO 15/2 GAMPAHA ROAD,MINUWANGODA
13992,NATIONAL CLEANER PRODUCTION CENTRE,66/1 Dewala Rd,Nugegoda
13993,SENLEEN ENVIRONMENT SERVICE,98/7 Dampe road,Piliyandala
13994,USHA TRADING ENTERPRISES,449B 5TH LANE,NAGODA KANDANA
13995,EVANTA ENGINEERING SOLUTIONS,751/1B Rukmale Road,Kottawa
13996,JAYASINGHEGE PARAKRAMA UPUL,243/1 C Korathota,Kaduwela
13997,SENTAB TRADING (PVT) LTD,326/2 Sirimangala Watte,Pilliyandala
13998,ASIAN AGRO PRODUCTS (PVT) LTD,HENMULLA,COLOMBO
13999,THISARA IMBULANA,267/B Makumbura,Pannipitiya
14000,SVS PRINTER,132/172 De Mel Watta,Colombo 04
14001,ATLAS AUTOMATION SYSTEMS,309/9A George E De Silva Mw,Kandy
14002,AG INTERNATIONAL (PVT) LTD,110-114 BRAYBROOKE PLACE,COLOMBO 02
14003,P. M. ABEYSEKERA,6/2 SUMNER PLACE,COLOMBO 08
14004,POLYPACKAGING INDUSTRIES (PVT) LTD,Heraliyawala Industrial Zone,Kurunegala
14005,S.J. LANKA,86/G-2 Kanduboda,Delgoda
14006,KARUNA STORES,201 Kelin vidiya,Colombo 1
14007,CONTRADE (PVT) LTD,Rathkarawwa,Kurunegala
14008,A & G HOLDINGS,#04 ADAM'S AVENUE,COLOMBO 04
14009,L.S.S. TECHNOLOGIES,"7/110, SAMAGI MAWATHA",GODAGAMA
14010,CAMORON HOLDINGS (PVT) LTD,171/1-B MAIN STREET,BATTARAMULLA
14011,T.S.ASSOCIATE,815 NEGOMBO ROAD,SEEDUWA
14015,S.M.A. AZEEZ BROTHERS (PVT) LTD,414/11 K CYRIL C PERERA MAWATHA,COLOMBO 13
14016,PERNOD RICHARD LANKA (PVT) LTD,NO. 05 ROTUNDA GARDEN,COLOMBO 03
14017,SEVEN WINGS ENGINEERING (PVT) LTD,No-28 Pitiyagedara,Wattegama
14018,SONAL IRON WORKS,No-555/A Ihala Hanwella,Hanwella
14019,K.G.R.RANASINGHE,,
14020,ANNE SUPPLIERS,18/A Rani Mawatha,Negombo
14021,PACIFIC BEVERAGES LANKA (PVT) LTD,No 140 Law Level Rd,Ranala
14022,RASIK ENGINEERING SYSTEMS,No 55 Sunny Side Garden,Galle
14023,METRO ENGINEERING,70/B/6SP Old YMBA Building,Colombo 08
14024,L.W.H.R.LAHANDAWADU,No-237 Liyanage Traders,Badulla
14025,PACKAGING SUPPORTS AND SUPPLIERS,78/B/1 Mangala Mawatha,Panadura
14026,H.M.PUSHPASIRI BANDARA,NO: 149/20 Rose Garden,Hokandara
14027,S.B.D. ENTERPRISES,33 B MOLLIGODA,WADDUWA
14028,"SECRETARY , RAJANGANAYA PRADESHIYA",,Rajanganaya
14029,"SECRETARY , NOCHCHIYAGAMA",,NOCHCHIYAGAMA
14030,"SECRETARY , VENGALACHEDDIKULAM",Mannar - Madawachichi road,Vavuniya
14031,"SECRETARY , MADYAMA NUWARAGAM",,Pandulagama
14032,"SECRETARY , DAMBULLA PRADESHIYA",,Sigiriya
14033,"SECRETARY , PRADESHIYA SABHA ,",Vangalavady,Jaffna
14034,"SECRETARY , URBAN COUNCIL -",,
14035,RESOURCE MANAGEMENT CONSULTANTS,No 1010/02 Darshana Mw,Battaramulla
14036,D.G.R.WEMALASENA,DENIYEGAMA,PANWELATHENNA
14037,ARIYA MILK PRODUCTS (PVT) LTD,45 ST. Mary's Road,Mount Lavinia
14038,IDEAL HOME DESIGN (PVT) LTD,NO 2 KANUWANA KURUNDUWATTHA,EKALA
14039,M&M LOGISTICS PVT LTD,NO 19 DE VOS AVENUE,COLOMBO
14040,LESHAN INTERNATIONAL,1 st Lane Rubberwatta Road,Nugegoda
14045,COLOMBO BUSINESS ASSOCIATION,199/1/1 Galle Rd,Colombo 03
14046,"PRESIDENT, IPALOGAMA PRADESHIYA",,IPALOGAMA
14047,NICHE CORPORATE COMMUNICATIONS,31/1 OLD KOTTAWA ROAD,NUGEGODA
14048,M.G.G.C.LEELARATHNA,435-B Old Kottawa road,Nugegoda
14049,MALHARA OIL MART,1/18 Diurumpitiya,Getahetta
14050,"SECRETARY, HAMBANTOTA PRADESHIYA",DEHIMIPURA,HAMBANTOTA
14051,NETH MOBILE ARCADE,No.08 Ground Floor,Kurunegala
14052,J.K. ENTERPRISES,"No:30 Stage 4, Uyandana Waththa",Kurunegala
14053,EAST COAST INVESTMENT HOLDINGS,No:646 Galle Road,Colombo 3
14054,SOUND ASIA HOLDINGS (PVT) LTD,No 18/49A Evergreen Garden,Colombo 05
14055,WELIGAMA BUSINESS PROFESSIONAL,No 02. 03 Nandana Shoe Palace,Weligama
14056,DUMINDU INDUSTRIES (PRIVATE),2186 SINGHA GAMMANAYA,HAMBANTOTA
14057,LOGIMECH LANKA (PVT) LTD,NO 71/E KANDY ROAD,KELANIYA
14058,SANJEEWA KUMARA NANAYAKKARA,"239/15, ERAWWALA",PANNIPITIYA
14059,STAR CARTONS (PVT) LTD,NAWAGAMUWA,RANALA
14060,MAHAWELI AUTHORITY OF SRI LANKA,No-500 T.B.Jaya Mawatha,Colombo-10
14062,SMART ENGINEERING,No. 52/3 Near Mahasen Assembly Hall,Polonnaruwa
14063,WIJEWARDANA CONSTRUCTION,"20/1  Sri Sumanarama road, doope,",Benthota
14064,A.S.ENGINEERS,148/3 Nirmala,Pahala Hanwella
14065,JJ ENTERPRISES,No: 116 Thammennagama,Puttalam
14066,ACSYS NETWORKS (PVT) LTD,33 PARK STREET,COLOMBO 02
14067,SN COLOUR GRAPHIC CREATIONS,93 C EGODAMELAGAMA ROAD,WADDUWA
14068,FURNITECH TRADING (PVT) LTD,162A Koralawella,Moratuwa
14069,TECHMART,410 Galle Road,Colombo 03
14070,TAISHTY CATERERS,98/1 Karalgahahena Rd,Kaduwela
14071,"CHAIRMAN , AGRAPATANA PRADESHIYA",Holbrook,AGRAPATANA
14072,"SECRETARY, NUWARAELIYA PRADESHIYA",Nuwaraeliya Pradeshiya Sabha,NUWARAELIYA
14073,ADVANTIS FREIGHT (PVT) LTD,NO 400 DEANS ROAD,COLOMBO
14074,LITMA HOLDINGS (PVT) LTD,No. 28 Balagolla,Kengalla
14076,U.S TECH SOLUTIONS (PVT) LTD,"No 312/4 Bollegala , Gonawela",Kelaniya
14077,SRI JAYA STAINLESS STEEL (PVT) LTD.,"722/122, M.D.H. JAYAWARDANA MAWATHA",ATHURUGIRIYA.
14078,VISTA EMPLOYMENT SERVICES,514/A Peragas junction,Biyagama
14079,UNIVERSAL TRADING COMPANY,83 Kumara Street,Colombo 11
14080,CHILLIES SPICE VILLAGE,530/4 GALWALADENIYA,WEBADA
14081,J.P. ANURA RATNASIRI,58/10 RAJA MAWATHA,RATHMALANA
14082,ONARA CATERING SERVICE,"No,21 Bandaranayake Road",Veyangoda
14083,G.B.W. SAMARAKOON,No. 19/3 Narampanawa Road,Menikhinna
14084,E.W ROHAN SUSANTHA WEERASINGHE,56/31E Pirisyala,Ambepussa
14085,INOVA ENVIRONMENTAL SERVICES,121/1 High Level Road,Kottawa
14086,HANSA CEYLON COFFEE (PVT) LTD,SILVERKANDY BUNGALOW,KANDY
14087,UDAKUMBURA ENTERPRISES,"No 136 Thammannagama,Kalladiya",Puttlam
14088,SAMOTA TRADE CENTER,No.22 St Annes,Kurunegala
14089,P.L.R GUNAWARDANA,211/17 WELUWANA PLACE,DEMATAGODA
14090,EXTREME COMPUTERS,NO. 180 D.S. SENANAYKE STREET,KANDY
14091,"SRI LANKA SCOUT ASSOCIATION,",NO. 65/7 SIR CHITTAMPALAM A GARDINE,COLOMBO 2
14092,R.M.WIJERATHNA,GALABADDA,MONARAGALA
14093,A.M.WIJERATHNA BANDA,,MAHIYANGANAYA
14094,K.G.WIJEPALA,,MAHIYANGANAYA
14096,COLOMBO FREIGHT SERVICES,220B Minuwangoda Road,Udugampola
14097,KAY JAY ELECTRONICS (PVT) LTD,No 81/5 Pagoda Road,Nugegoda
14098,H M S R BANDARA,ADHIRANIGAMA,EPPAWALA
14099,P N P KUMARA,IHALADIWULWEWA,HOROWPOTHANA
14100,PRINCIPAL LADIES' COLLEGE,,Colombo
14101,K M CHANDRAPALA,Malgastalawa,Medagama
14102,R.M.L.N GUNASEKARA,No12 Ranminigama,Mellagama
14103,J M WIMALAWATHI,Milangahawatta,Medagama
14104,R.M.C.RUWANKUMARA,Kamatgoda,Passara
14105,W.M SOMAWATHI,Pinarawatta,Medagama
14106,W.M KALUBANDA,BULUGAHAWATTHA,MELLAGAMA
14107,W.M KARUNAWATHI,Abagahawatta,Mellagama
14108,J.M.P CHANDRASENA,Kadurugahawatta,Medagama
14109,K.M LOKUBANDA,Saranga,Medagama
14110,J M S JAYAWARDANA,Bulugahawatta,Medagama
14111,ECRU ENGINEERING,10/9 Dharmarathna Mawatha,Kotte
14112,EMERALD INTERNATIONAL (PVT) LTD,"NO. 07, MAKUMBURA ROAD,",PANNIPITIYA.
14113,HYDROCHEM TECHNOLOGIES,361/2 Dangalla Road,Pepiliyawala
14114,SINGHE HOSPITALS PLC,362 Colombo Road,Ratnapura
14115,D.M.G DISANAYAKA,"No.73/A Pinarawatta,Dabakana Alla",Medagama
14116,W.M.ABEYSEKARA BANDA,Ambagahawatta,Medagama
14117,J & S TECHNOLOGIES (PVT) LTD,NO 72/B KANDY ROAD,MUDUNGODA
14118,DYNAMIX INTERNATIONAL CONSULTANCY,165/3A Park Road,Colombo 5
14119,TRITECH GREEN ENERGY (PVT) LTD,No.39 Pirisyala,Ambepussa
14120,SUMITH ELECTRICAL ENGINEERING,,
14125,P.H.WIJERATHNE BANDA,Ruwanpura,Mawanalla
14126,R.P.JAYAWEERA,No J65 Sinharaja gama,Mawanalla
14127,R.P.S.SOMAWEERA,Nawalanda,Mawanalla
14128,K.A.D.D.APPUHAMY,Ruwanra,Mawanalla
14129,ZMESSENGER (PVT) LTD,121 Hunupitiya Lake Road,Colombo 2
14130,M.A.S. GARMENTS (PVT) LTD,120/A Maligawa Road,Rathmalana
14131,K.M.JAYASUNDARA,,Medagama
14132,K. M. W. KUMARI,Waliwatta,Medagama
14133,W.M.DARMADASA,,Medagama
14134,K.M.R.BANDARA,Gallinda watta,Medagama
14135,RGM INTERNATIONAL,134/2 Madinnagoda,Rajagiriya
14136,GREEN LEGACY CERAMIC,No.153 Hewaheta Road,Kandy
14138,R.M.M.RATHNAYAKE,Midolgolla Arawa,Medagama
14139,J.M.LOKUBANDA,"Kotabowa,Nannapurawa",Medagama
14140,WASANTHA JAYASEKARA,19/26 Vata Mawatha,Maharagama
14141,SAMSON RUBBER PRODUCTS (PVT) LTD,D. SAMSON RAJAPAKSA MAWATHA,GALLE
14145,K.M.SIRIWARDANA,Kotabowa,Medagama
14146,R.A.M.WIJESIRI,Kinnarabowa,Medagama
14147,T.M.PREMASUNDARA,Pitadeniywa,Medagama
14148,R.M.J.LALITH KUMARA,Pitadeniywa,Medagama
14149,INTERNATIONAL SCHOOLS ATHLETIC,1022 Maradana Road,Borella
14150,D.M.DISANAYAKE,Kotabowa,Medagama
14151,P AMARASINGHE,KAPUGOLLEWA,HOROWPOTHANA
14152,G A N R SANJEEWA,NO. 180 UNAGOLLEWA,KEKIRAWA
14153,B G N G GHANASIRI,NO. 88 RATHMALGAHAWEWA,JANASIRIGAMA
14154,T M H S THENNAKOON,40/B GOMARANKALLA,GALENBINDUNUWEWA
14155,G V M HENRY,THEKKAWATTE,THAMBUTTEGAMA
14156,S U SENARATHNE,KELENIKAWEWA,GALENBINDUNUWEWA
14157,L K S S PERERA,SIGIEIYA ROAD,KIBISSA
14158,P W M C C WEERASOORIYA,IDAMPITIYA,PADIYAPELELLA
14159,A.M. SRIYANI PUSHPALATHA PERERA,346/5 SETHMADURA,AVISSAWELLA
14160,N.H.H. GARMENTS,,
14161,INO PRINTECH (PVT) LTD,278/4 COLOMBO ROAD,KURUNEGALA
14162,OVIKLO INTERNATIONAL (PVT) LTD,539/3A New Kandy Road,Biyagama
14163,MITE STSYEMS INC,150/2 Kalalgoda Road,Pannipitiya
14164,METALFAB ENGINEERING (PVT) LTD,Sri Deepananda Road,Moratuwa
14165,CHATHURA DILSHAN DEWASINGHA,13-97 Bank street,Galkiriyagama
14166,RATHNASIRI HARDWARE STORES,COLOMBO ROAD,KOTUGODA
14167,R.A.M WIJESUNDARA,KINNARABOWA WALAWWA,BIBILA
14168,HERATH MUDIYANSELAGE GHANATHILAKA,KINNARABOWA,BIBILA
14169,T.M.A.W KUMARA,Kinnarabowa,Madagama
14170,R.M. ALAHAKON,Pitadeniywa,Medagama
14171,H.M.NIMAL KUMARA,Kotabowa,Medagama
14172,R.M.S.P. RATHNAYAKE,Dmbakana ella,Medagama
14173,U. SAMANTHI DINISHA,Maligathanna,Medagama
14174,T.M.A.DARMASIRI,Kinnarabowa,Medagama
14175,D.M.SUMANAPALA,Kandawinna Road,Medagama
14176,A.M.K.U.MUNASINGHA,Pitadeniywa,Medagama
14177,D.M.NADEEKA SANJEEWANI,Dmbakana ella,Medagama
14178,D. M. DHARMASENA,Aluthwela,Bibile
14179,K.M.GUNAWARDANA,,
14180,ROYAL COLLEGE GROUP OF 85,No. 16 3rd Lane,Moratuwa
14181,D.M.A.PRIYANTHA,NO 32 Wasanagama,Haliela
14182,QUELLE ELECTRIK (PVT) LTD,55 Vinayalankara Mawatha,Colombo-10
14183,GREET EX AND SERVICE,28B 1/1 Avethusha Lane,Wellawatta
14184,S.M.R.DAYAWANSHA BANDARA,Ruwanpura,Mawanalla
14185,R.P.G.S.BANDULA KODAGODA,Nawandala,Mawanalla
14186,VOICE OF COMMUNITY HEALTH INNOVATOR,District Branch - PHI Quarters,Godakawela
14187,TITAN ENTERTAINMENT (PVT) LTD,37A Dharmapala Mawatha,Colombo 03
14188,KUMAR GLASS & MIRROR,22A Kandy Road,Balagolla
14190,PATHUMINI MOTORS (PVT) LTD,207/2/4 PANCHIKAWATTE,COLOMBO 10
14191,STASSEN FOODS (PVT) LTD,833 SIRIMAVO BANDARANAYAKE MAWATHA,COLOMBO
14192,LALAN PLASTICS (PVT) LTD,"459/A 5th Mile Post, Biyagama Road",Kelaniya
14193,COLOMBO PHONE CENTER,NO 57 RATHNAPURA ROAD,AVISSAWELLA
14194,THE MARKET RESEARCH SOCIETY OF,181 Nawala Road,Narahenpita
14195,MSU/ MSI STUDENT COUNCIL,300 Galle Road,Colombo 3
14196,S A PRINTERS,No 15 Samagi Mawatha,Dehiwala
14197,SRI LANKA MEDICAL NUTRITION,"No. 527 MRI, Dr. Danister De Silva",Colombo 8
14199,MALABE EKSATH WELADA SANGAMAYA,837/L  Kaduwela Road,Malabe
14200,R.M.K.C. WIJERATNE,312/7 HUDSON ROAD,HALLOLUWA
14201,ADVENT LANKA COMMODITIES,2D/1 PARAKUMBA MAWATHA,KOLONNAWA.
14202,M.A.M.S KUMARA,KANDY ROAD,RADAVADUNNA
14203,SILENT FRAMES PRODUCTIONS (PVT) LTD,82 - 3/1 Lorenz Court,Colombo 4
14204,CP ENGINEERING & AUTOMATION,NO:A89 PEELLAHENA WATTA,RUWANWELLA
14205,R ENGINEERING,NO:66/8/A BANDARAWATHTHA,GAMPAHA
14206,K.G.CHATHURANGA KUMARA,224 PALOLPITIYA,MATHARA
14207,SINHALAGE UPALI ROHANA,538/A PALUGAHAWELA,KATUWELLEGAMA
14208,MAX PRODUCTS (PRIVATE) LIMITED,184 B GALLE ROAD,
14210,ELECTRONIC ARTS ADVERTISING,806/4C HENEWATTA,PANNIPITIYA
14215,E.R.P.S.KARUNARATHNA,Thalewala,Hettimulla
14216,HEALTHY FOODS LANKA EXPORT (PVT),87/1 MALIYADEWA MAWATHA,ANURADHAPURA
14217,S.K.S.R PERERA,,MINUWANGODA
14218,A.C.M. GAMAGE,NO 8/9 CONISTON PLACE,COLOMBO
14219,MAC G.F LANKA (PRIVATE) LIMITED,Valiant Towers,Colombo 02
14220,CHAIRMAN AKMEEMANA PRADESHIYA,"Pinnaduwa, Walahanduwa.",Akmeemana
14221,SAS HYDROTECH (PVT) LTD,"No:74/1 Diyagama, Kiriwaththuduwa",Homagama
14222,S. D. DISTRIBUTORS,219/6 RATHMALDENIYA ROAD,PANNIPITIYA
14223,HIRU FOODS PRODUCTS (PRIVATE),PALAVI,PUTTALAM
14224,S.P.H. AUTO CARE,Madatugama Para,Pubbogama
14225,AIRA UNIFORMS,No.76/9 Batalandahena Road,Gothatuwa
14226,AXIA HOLDINGS(PVT)LTD,No.20/1 Cemestry Road,Negambo
14227,EOAS ORGANICS (PVT) LTD,NO - 34/3 LUMBINI  AVENUE,RATMALANA
14228,H & S INDUSTRIAL SUPPLIERS,Walgama,Malwana
14229,K.M.KUMAR,10/02 HIGH LEVEL ROAD,COLOMBO 05
14230,I.R.S.Garment Manufacture,Papiliyagahalanda,Mathugama
14231,K.M SENEWIRATHNA BANDARA,MEEGAHAWAGURA MEDAGAMA,MEDAGAMA
14232,H.M GNANATHILAKA,KAPUGAHA WATTA KINNARADOWA,MEDAGAMA
14235,DARSHANA HARDWARE,362C HIGH LEVEL ROAD,PANNIPITIYA
14236,MAC AUTOMATION SOLUTION PVT. LTD.,293/2 GALAHITIYAWA,GANEMULLA
14237,W.M.S BANDARA,Pitadeniyawa,Medagama
14238,H.M.N DILRUKSHI,Thissapura,Mahiyanganaya
14239,J.M.C PRIYADARSHANI,Mallagama,Medagama
14240,R.M.A BANDA,Dambakan Ella,Pubbara
14241,T.M.M PATHMASIRI,Kinnarabowa,Medagama
14242,T-SHIRT CORNER,Negambo Road,Dambadeniya
14244,P.J.K WICKRAMASINGHE,No 532/7 Alpitigala Mawatha,Thibirigasyaya
14245,FREELAN ENTERPRISES (PRIVATE),#38 NAWIMANA SOUTH,MATARA
14246,ALARIS LANKA (PVT) LIMITED,9/3 HORANA ROAD,PILIYANDALA
14247,GRAS � MA,Kumbalagama,Mawanella
14248,SOLID MOTIONS,43/1 JANARAJA MAWATHA,ALAWWA
14249,GENTECHNIQUE (PVT) LTD,NO. 445 KANDY ROAD,KIRILLAWALA
14250,W & B CLOTHING,No. 86 Anagarikadharmapala Mawatha,Kandy
14251,REEBONN LANKA (PVT) LTD,437/B/1 PANNIPITIYA ROAD,MALABE
14252,SPORTS MED (PVT) LTD,NO.119 Maya Avenue,Colombo
14253,G N HETTIGODA,184B GALLE ROAD,MORATUWA
14254,GATEWAY INTERNATIONAL SCHOOL,67 D.S.Senanayake Mawatha,Colombo 08
14255,K & K INTERNATIONAL LANKA (PVT) LTD,NO.9 BORUPANA ROAD,RATMALANA
14256,D.M.R.S.SENARATHNA,"1044/B Kiripattiya Road, Maeliya",Ja-ela
14257,ISURI PRAWAHANA SEWAYA SAHA,71 Dananwaththa,Ranala
14258,NATURE DISTRIBUTORS,322/A OLD NUWARA ROAD,KELANIYA
14259,DEVATHA PEDEGE AKESH SHAMINDA,"No:C;60 Gangoda, Makehelwala",Gangoda
14260,M U I KUMARA,No 381/3 Wedagewatta Road,Homagama
14261,K.M.G BANDA,No 95 Galgode Gedara,Medagama
14262,MANFERD ENGINEERING (PVT) LTD,NO 98/1 COLOMBO ROAD LIYANAGEMULLA,KATUNAYAKE
14263,A H DILINI NADEESHA,No.18 Senpathigama Nannapurawa,Medagama
14264,K.M.L PUSHPAKUMARA,Mallagama,Madagama
14265,H.M.H.S RAMYAKUMARI,Ranminigma,Kedawinna
14266,H.M WIJEKON BANDA,Kotabowa,Madagama
14267,A.W WIMAL PERIS,Kotabow,Madagama
14268,R.A.M KUMARASIRI BANDARA,Kotabow,Madagama
14269,D.M BANDARAMANIKA,"NO 9"" Mile Post",Madagama
14270,D.M.H DISSANAYAKA,Dabakana alla,Madagama
14271,H.M MADDUMA BANDA,Kotabowa,Madagama
14272,L.K SUJEWA KODIKARA,Naragolla,Kotabowa
14273,D. S PETER,Kotabowa,Madagama
14274,T.M.N SANJEWA KUMARA,Kinnarabowa,Madagama
14275,PURASINGHA PURA DEWAGE,"Alawwaththa, Ranwala, Beligala",Alawwa
14276,BOSWIN PRIVATE LIMITED,"298/21 2nd Lane , Mandawila",Piliyandala
14277,K.M.P.C JAYASANKA,Pitadeniyawa Medagama,Medagama
14280,K.M.JAYASENA,,
14281,PRIME ENTERTAINMENT,8/1 Gauder Place,Dehiwella
14282,THE FOTO CUBE (PVT) LTD,No.54 Dhammadara Mawatha,Ratmalana
14283,MARINE SURVEY & TECHNOLOGY,No.01 Alfred House Avenue,Colombo 03
14284,RADIANT LOGISTICS COLOMBO PVT LTD,"No 281/15 Level 1 ,Deans Road",Colombo 10�
14285,KKV NARADA JAYANTHA PUSHPAKUMARA,105/A/3 Pahala Mapitigama,Malwana
14286,SANITY CREATION (PVT) LTD,No.32/06 Sooriya Uyana,Kadawatha
14287,M.I.M. AGRO (PVT) LTD,No.01 Pahalayagoda,Ganemulla
14288,LOGIWIZ LIMITED,"408A NUNGAMUGODA ROAD,",KELANIYA
14289,R D C  ARCHITECTS (PVT) LTD,No:18/7 Dandeniya Gardens,Piliyandala
14290,K.R.DE SILVA,Erapola Narongoda,Narongoda
14291,R.M.A.P SENAVIRATHNA,Ukkotuwa Katugampala,Katugampala
14292,M.P.D HERATH,Galgode Watte Poththewela,Wewagama
14293,A.M.D.P WEERASINGHE,No 257 Katugampala,Dabadeniya
14294,A.G RANBANDA,Uraniya,Mahiyanganya
14295,FORESTPIN (PVT) LTD,No.03 Gomes Path,Colombo
14296,B TECH SYSTEM (PVT) LTD,"316/2 Gonhena, Waboda",Kadawatha
14297,OREX ENGINEERING SERVICES (PVT) LTD,27 Rohana Jayasekara pura,Dedigamuwa
14299,SILVER RING CATERS,No 14 Summer Feild,Kengalla
14300,DE LANKA,Kandy Road,Weweldeniya
14301,RIO ELECTRICALS,No. 161 S.W.R.D. Bandaranayake Mawa,Kandy
14302,KLIPPIE KLUB (PRIVATE) LIMITED,No 83/13 Angulana Station Road,Moratuwa
14304,WEERASINGHE ARACHCHIGE UPALI,"54/3 9th lane, Wikramasinghapura",Baththramulla
14305,ART OF PACKAGING (PVT) LTD,Realty Plaza Complex,Ja-Ela
14306,CEYLON LEATHER PRODUCTS,No.64 Balummahara,Mudunagoda
14307,MRT MACHINERY (PVT) LTD,No.10 Nuwara - Eliya Road,Gampola
14308,M & K CLEANING MACHINE SERVICE,272/3 GAMINI MAWATHA,KADAWATHA
14309,CLEAN AND CARE,80 EDIRISINGHE ROAD,EDIRISINGHE ROAD
14311,SINCERE HOLDINGS (PVT) LTD,"NO 143 COLOMBO ROAD, UKWATHTHA",AVISSAWELLA
14312,EDIRISINGHE MUDIYANSELAGE INDIKA,"Horagolla, Giriulla",Giriulla
14313,A.R.S. TRADING (PVT) LTD,05 SUMANARAMA ROAD,COLOMBO
14314,ROOF MART PVT LTD,"Rathkarwwa,Maspotha",Kurunegala
14315,MAX TRADING,33/1/A AMUNUPITIYA ROAD,RAGAMA
14316,SAHAN WELADASELA,15/01 BADURAGODA ROAD,VEYANGODA
14317,AUTOMATION SOLUTION,Ranya Sewana Diyagampala,Kotadeniyawa
14318,TSPL TECHNOLOGIES (PVT) LTD,127 JAYANTHIPURA MAIN ROAD,BATTARAMULLA
14319,SEETHA BOOK DISTRIBUTOR,17/18 RAUM ROAD,POLGAHAWELA
14321,AVRO TRADE CENTRE,No.42 2nd floor,Colombo 12
14322,B.A.V.J.D. RANGANA,"178/D/1 Suduwella,Kaluaggala",Hanwella
14323,DHALUWA SALT,3/3 ROCKWOOD PLACE,COLOMBO 07
14325,B.P. BOGAHAGE,536 Udugoda road,Ranala
14326,RGB ADVERTISING (PVT) LTD,270/1A KOLONNAWA ROAD,GOTHATUWA
14327,K.M.A. PERERA INDUSTRIAL SUPPLIES &,NO. 108 NIYANDAGALA,PANNIPITIYA
14328,BIZMACH OFFICE AUTOMATION,18A ROBERT ROAD,DEHIWALA
14329,THARU  FASHION,NO 9 GARAGODA,YATIYANTHOTA
14331,DULINA TRADING (PVT) LTD,26/50 BANGALAWATHTHA,KALUTHARA
14332,ATTIDIYA AUTO SPARE (PVT) LTD,47 ATTIDIYA ROAD,RATHMALANA
14333,TRANSPORT VENDOR - BLACK PEPPER-RAW,MAHIYANGANAYA-PFL,MAHIYANGANAYA
14334,ENGENUITY (PVT) LTD,Level 07 BOC Merchant Tower,Colombo-03
14335,D.R.A.M.WICKRAMASINGHE,230/1 Katuwapitiya,Negombo
14336,NEW SILK STORES (PVT) LTD,No.608 New town,Madampe
14337,SKM TYRES (PVT) LTD,56A S DE S JAYASINGHE MAWATHA,NUGEGODA
14338,VIVID DESIGNS,25A SUMANARAMA ROAD,KOHUWALA
14339,SMART ENGINEERING & TRADING,"1/A/18 RAJAMALWATTE , GODAGEDARA",MUDUNGODA
14340,R.M.G.S.R. RAJAPAKSHA,125/A Temple Road,Pannipitiya
14341,I.G.R.WIMALAWANSHA,Bathgampala,Mathale
14342,P.THEVAKANTHAN,Karadiyanaru,Karadiyanaru
14343,"PRESIDENT, PRADESHIYA SABHA -",No.15 Pradeshiya Sabhawa,Godakawela
14344,RASASARANEE DIGITAL MEDIA (PVT) LTD,30/5 Gothami Lane,Colombo 08
14345,NSN GLOBAL HOLDINGS (PVT) LTD,248/G/4 Jayamawatha Junction,Dadigamuwa
14346,J. KALYANA KUMARA,52/1 Widurugewatta,Kundasale
14347,PRADEEP ENTERPRISES,No.22/2 Lewellegama,Kandy
14348,POWER PLUS ELECTRICALS,181/33 Thissamawatha,Homagama
14349,NIMRALD TRADING PVT LTD,NO L 1/53 Realty Plaza,Ja -Ela
14350,NANDANA AIRCONDITION COMPANY,No 35/1 SCHOOL LANE,NUGEGODA
14351,ATHULA ENGINEERING WORKS,No 50 Aswedduma road,Kurunegala
14352,ENERGY AUTOMATION SYSTEMS (PVT) LTD,3M/25A NHS 2nd Road,Kiribathgoda
14353,EMERGENT COLD PVT LTD,NO 309/7 NEGOMBO ROAD,WELISARA
14354,NAVIGATA FOOD PVT LTD,NO28 HERALIYAWELA INDUSTRIAL,KURUNAGALA
14355,B.M. INDU ROSHAN,837/1 Alawgedara,Yakwila
14356,CLEAN POLY PACKAGING (PVT) LTD,NO. 556 KANDY RD,KEGALLE
14357,W.UDAYA WIJESOMA,267/2 WIJEKUMARATHUNGA MAWATHA,COLOMBO 5
14358,MPL OUTSOURCING (PVT) LTD,10 Davidson Road,Colombo 04
14359,G.M.U.N.GAJANAYAKA,17 Mile Post,Mahiyanganaya
14360,K.RAMACHANDRAN,Karadiyanaru Janapadhaya,Karadiyanaru
14361,S.W.L.A.I.P.K.PIYATHISSA,7/8 Arawaththa,Mahiyanganaya
14362,D.M.SENARATHNA,Kongas Handiya,Mahiyanganaya
14363,W.M.S.R.BANDARA,Uwa Abepura,Mahiyanganaya
14364,H.S.H.DINUSHI,NO 186/03/C/2,Avissawella
